"ID","Marker","BioSample.Accession","Mitogenome.accession","Mitochondrial.clade","Sex.qPCR","Age","Region","Location","Lat","Lon","Year","Month","Day","Membership.rad.all","Membership.wgs.all","Q1.rad.all","Q2.rad.all","Q3.rad.all","Q4.rad.all","Q5.rad.all","Q1.wgs.all","Q2.wgs.all","Q3.wgs.all","Q4.wgs.all","Q5.wgs.all","Q6.wgs.all","Q1.rad.hbsc","Q2.rad.hbsc","Q3.rad.hbsc","Q1.wgs.hbsc","Q2.wgs.hbsc","Q1.rad.jam","Q2.rad.jam","Q1.wgs.jam","Q2.wgs.jam","O.Hom.rad","E.Hom.rad","F.rad","O.Hom.wgs","E.Hom.wgs","F.wgs"
"S_20_00806","ddRADseq","SAMN36656271",NA,NA,"M",NA,"JAM","Bear_Island_Baie_James",54.2,-81,2002,9,7,"HBSC",NA,0.019106,0.470561,0.504017,0.006305,0.00001,NA,NA,NA,NA,NA,NA,0.337125,0.027286,0.635589,NA,NA,NA,NA,NA,NA,18798,17930.3,0.15089,NA,NA,NA
"S_20_00807","Both","SAMN36656272","OQ554005","Clade D","F",NA,"JAM","Bear_Island_Baie_James",54.2,-81,2002,9,7,"HBSC","HBSC",0.02603,0.675522,0.09851,0.077533,0.122406,0.78718,0.016286,0.007071,0.031858,0.157595,0.00001,0.096578,0.095283,0.808139,0.00001,0.99999,NA,NA,NA,NA,19363,19489.2,-0.01961,626681,619900.6,0.03688
"S_20_00808","Both","SAMN36656273","OQ554006","Clade D","F",NA,"JAM","Bear_Island_Baie_James",54.2,-81,2002,9,7,"HBSC","HBSC",0.0455,0.569511,0.269629,0.053745,0.061615,0.610336,0.008746,0.017602,0.0724,0.258162,0.032753,0.500622,0.071445,0.427933,0.4325,0.5675,NA,NA,NA,NA,19442,19498.4,-0.00874,637180,642276.3,-0.02687
"S_20_00809","Both","SAMN36656274","OQ554007","Clade D","F",NA,"JAM","Bear_Island_Baie_James",54.2,-81,2002,9,7,"HBSC","HBSC",0.031601,0.601713,0.205657,0.092516,0.068513,0.765517,0.009769,0.018856,0.04212,0.163282,0.000456,0.127428,0.043014,0.829557,0.00001,0.99999,NA,NA,NA,NA,19362,19303.8,0.00913,639476,642580.7,-0.01637
"S_20_00810","Both","SAMN36656275","OQ554008","Clade D","F",NA,"JAM","Bear_Island_Baie_James",54.2,-81,2002,9,7,"HBSC","HBSC",0.059477,0.580003,0.238939,0.046644,0.074936,0.64123,0.013435,0.01812,0.089614,0.220861,0.016741,0.513629,0.122896,0.363475,0.419722,0.580278,NA,NA,NA,NA,19366,19086.2,0.0444,638418,638984.8,-0.003
"S_20_01144","ddRADseq","SAMN36656464",NA,NA,"M",26,"JAM","James_Bay",53.08333333,-80.58333333,2003,7,22,"JAM-BEL",NA,0.00001,0.00001,0.030966,0.969004,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999,0.00001,NA,NA,19817,19143.6,0.10673,NA,NA,NA
"S_20_01154","Both","SAMN36656470","OQ554031","Clade C","M",22,"JAM","James_Bay",53.08333333,-80.58333333,2003,7,22,"JAM-BEL","JAM-BEL",0.00001,0.065798,0.00001,0.934172,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,NA,NA,0.99999,0.00001,0.99999,0.00001,19660,19459.8,0.0311,644668,643603.6,0.0056
"S_20_02299","ddRADseq","SAMN36656704",NA,NA,"M",35,"JAM","Long_Island",54.878,-79.4,2004,10,12,"JAM-BEL",NA,0.00001,0.050712,0.083401,0.833674,0.032202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999,0.00001,NA,NA,19017,18638.3,0.06232,NA,NA,NA
"S_20_03444","lcWGS","SAMN36656850","OQ554213","Clade C","M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2009,7,29,NA,"JAM-BEL",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,0.508102,0.491898,NA,NA,NA,645950,642431.1,0.01855
"S_20_03446","ddRADseq","SAMN36656851",NA,NA,NA,NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2009,7,31,"JAM-BEL",NA,0.00001,0.000054,0.023751,0.956092,0.020093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999,0.00001,NA,NA,19705,19538.7,0.02577,NA,NA,NA
"S_20_03447","Both","SAMN36656852","MW316147    ",NA,"F",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2009,8,1,"JAM-BEL","JAM-BEL",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,NA,NA,0.99999,0.00001,0.99999,0.00001,19342,18597.3,0.12179,640313,629788,0.0565
"S_20_03448","Both","SAMN36656853","OQ554215","Clade C","F",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2009,8,9,"JAM-BEL","JAM-BEL",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,NA,NA,0.99999,0.00001,0.345824,0.654176,19731,19503.4,0.03534,639258,632180.9,0.03786
"S_20_03449","ddRADseq","SAMN36656854",NA,NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2009,8,9,"JAM-BEL",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.737471,0.262529,NA,NA,19779,19395.9,0.05978,NA,NA,NA
"S_20_03450","ddRADseq","SAMN36656855",NA,NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,4,"JAM-BEL",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999,0.00001,NA,NA,19961,19510.2,0.06991,NA,NA,NA
"S_20_03451","ddRADseq","SAMN36656856",NA,NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,6,"JAM-BEL",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999,0.00001,NA,NA,19818,19508.2,0.04804,NA,NA,NA
"S_20_03452","ddRADseq","SAMN36656857",NA,NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,8,"JAM-BEL",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793274,0.206726,NA,NA,19724,19462.5,0.0407,NA,NA,NA
"S_20_03453","Both","SAMN36656858","MW316151    ",NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,8,"JAM-BEL","JAM-BEL",0.00085,0.00001,0.053212,0.924717,0.021211,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,NA,NA,0.99999,0.00001,0.99999,0.00001,19780,19370.8,0.06384,642498,629496.4,0.06987
"S_20_03454","ddRADseq","SAMN36656859",NA,NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,8,"JAM-BEL",NA,0.001118,0.00001,0.039553,0.959309,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999,0.00001,NA,NA,19662,19458.3,0.03166,NA,NA,NA
"S_20_03455","Both","SAMN36656860","MW316146    ",NA,"F",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,16,"JAM-BEL","JAM-BEL",0.040845,0.00001,0.00001,0.959125,0.00001,0.00001,0.00001,0.964396,0.020955,0.00001,0.014619,NA,NA,NA,NA,NA,0.781962,0.218038,0.461835,0.538165,19722,19488,0.03631,636876,641551.5,-0.02468
"S_20_03507","ddRADseq","SAMN36656872",NA,NA,"F",NA,"JAM","Pointe_de_Repentigny",52.64,-78.856,2007,8,14,"JAM-BEL",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00001,0.99999,NA,NA,19830,19461.5,0.05726,NA,NA,NA
"S_20_00629","ddRADseq","SAMN36656144",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,24,"HBSC",NA,0.033977,0.626634,0.211491,0.062377,0.065521,NA,NA,NA,NA,NA,NA,0.59667,0.151704,0.251626,NA,NA,NA,NA,NA,NA,19246,19214.1,0.00501,NA,NA,NA
"S_20_00630","ddRADseq","SAMN36656145",NA,NA,"F",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,25,"HBSC",NA,0.008757,0.509914,0.301484,0.103214,0.07663,NA,NA,NA,NA,NA,NA,0.349921,0.130788,0.519291,NA,NA,NA,NA,NA,NA,19459,19342.3,0.01831,NA,NA,NA
"S_20_00632","ddRADseq","SAMN36656146",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,27,"HBSC",NA,0.03688,0.532451,0.299447,0.071832,0.059391,NA,NA,NA,NA,NA,NA,0.619725,0.090575,0.289701,NA,NA,NA,NA,NA,NA,19350,19017.7,0.05285,NA,NA,NA
"S_20_00633","ddRADseq","SAMN36656147",NA,NA,"M",NA,"SWH","Nelson_River",57.18199921,-92.37399292,2005,7,30,"HBSC",NA,0.059386,0.4669,0.292193,0.107619,0.073902,NA,NA,NA,NA,NA,NA,0.212507,0.142981,0.644513,NA,NA,NA,NA,NA,NA,19619,19478.7,0.02179,NA,NA,NA
"S_20_00770","Both","SAMN36656241","MW316245    ",NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2003,7,30,"HBSC","HBSC",0.022716,0.581371,0.254434,0.060596,0.080882,0.531813,0.01936,0.027735,0.131106,0.254257,0.035729,0.840745,0.107876,0.051379,0.533932,0.466068,NA,NA,NA,NA,19239,19365.1,-0.01972,629173,627227,0.01048
"S_20_00771","ddRADseq","SAMN36656242",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2003,8,4,"HBSC",NA,0.035247,0.446261,0.323923,0.117768,0.076801,NA,NA,NA,NA,NA,NA,0.288742,0.06923,0.642029,NA,NA,NA,NA,NA,NA,19487,19466.4,0.0032,NA,NA,NA
"S_20_00772","ddRADseq","SAMN36656243",NA,NA,"F",NA,"SWH","Nelson_River",57.06494,-92.19655,2003,8,3,"HBSC",NA,0.013094,0.582741,0.257871,0.043411,0.102883,NA,NA,NA,NA,NA,NA,0.693458,0.067902,0.23864,NA,NA,NA,NA,NA,NA,19417,19418.5,-0.00023,NA,NA,NA
"S_20_00775","ddRADseq","SAMN36656244",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2005,7,23,"HBSC",NA,0.027628,0.641547,0.243484,0.028538,0.058802,NA,NA,NA,NA,NA,NA,0.622215,0.133808,0.243977,NA,NA,NA,NA,NA,NA,18766,18766.7,-0.00011,NA,NA,NA
"S_20_00779","ddRADseq","SAMN36656248",NA,NA,"F",NA,"SWH","Nelson_River",57.06494,-92.19655,2002,7,13,"HBSC",NA,0.026622,0.58743,0.283224,0.039929,0.062795,NA,NA,NA,NA,NA,NA,0.662985,0.003783,0.333232,NA,NA,NA,NA,NA,NA,19492,19504.2,-0.0019,NA,NA,NA
"S_20_00788","ddRADseq","SAMN36656254",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,24,"HBSC",NA,0.026947,0.620293,0.203364,0.006947,0.14245,NA,NA,NA,NA,NA,NA,0.587722,0.176997,0.235281,NA,NA,NA,NA,NA,NA,19418,19450.4,-0.00504,NA,NA,NA
"S_20_00812","ddRADseq","SAMN36656277",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,26,"HBSC",NA,0.040066,0.50007,0.333414,0.032968,0.093482,NA,NA,NA,NA,NA,NA,0.693687,0.109612,0.196701,NA,NA,NA,NA,NA,NA,19373,19390.4,-0.00272,NA,NA,NA
"S_20_00813","ddRADseq","SAMN36656278",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2003,8,5,"HBSC",NA,0.023536,0.60162,0.211983,0.049258,0.113603,NA,NA,NA,NA,NA,NA,0.747197,0.123066,0.129737,NA,NA,NA,NA,NA,NA,19354,19495.3,-0.02193,NA,NA,NA
"S_20_01214","ddRADseq","SAMN36656484",NA,NA,"M",NA,"SWH","Nelson_River",57.20800018,-92.26000977,2005,7,30,"HBSC",NA,0.032082,0.572758,0.34075,0.031186,0.023224,NA,NA,NA,NA,NA,NA,0.682187,0.054877,0.262936,NA,NA,NA,NA,NA,NA,19536,19195.7,0.05391,NA,NA,NA
"S_20_03506","ddRADseq","SAMN36656871",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,27,"HBSC",NA,0.018141,0.628212,0.222906,0.062084,0.068657,NA,NA,NA,NA,NA,NA,0.775358,0.148452,0.07619,NA,NA,NA,NA,NA,NA,19313,19454.7,-0.02207,NA,NA,NA
"S_20_00603","ddRADseq","SAMN36656123",NA,NA,"F",5,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.00001,0.436247,0.373115,0.108728,0.0819,NA,NA,NA,NA,NA,NA,0.00001,0.00001,0.99998,NA,NA,NA,NA,NA,NA,19518,19447.9,0.01089,NA,NA,NA
"S_20_00604","ddRADseq","SAMN36656124",NA,NA,"M",9,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.015069,0.591321,0.280712,0.055412,0.057486,NA,NA,NA,NA,NA,NA,0.420674,0.06552,0.513806,NA,NA,NA,NA,NA,NA,19485,19508.1,-0.00358,NA,NA,NA
"S_20_00605","ddRADseq","SAMN36656125",NA,NA,"M",45,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.035886,0.602709,0.307721,0.01781,0.035873,NA,NA,NA,NA,NA,NA,0.707129,0.07517,0.217702,NA,NA,NA,NA,NA,NA,19406,19114.5,0.04643,NA,NA,NA
"S_20_00606","ddRADseq","SAMN36656126",NA,NA,"F",11,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.009839,0.54002,0.37763,0.037191,0.035319,NA,NA,NA,NA,NA,NA,0.157073,0.030677,0.81225,NA,NA,NA,NA,NA,NA,19431,19491.1,-0.00935,NA,NA,NA
"S_20_00607","ddRADseq","SAMN36656127",NA,NA,"M",23,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.00284,0.549808,0.322673,0.010051,0.114629,NA,NA,NA,NA,NA,NA,0.612003,0.114959,0.273038,NA,NA,NA,NA,NA,NA,19412,19060.6,0.05627,NA,NA,NA
"S_20_00608","ddRADseq","SAMN36656128",NA,NA,"F",9,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.014061,0.571888,0.333431,0.015961,0.06466,NA,NA,NA,NA,NA,NA,0.630563,0.082853,0.286584,NA,NA,NA,NA,NA,NA,19244,19318.5,-0.01168,NA,NA,NA
"S_20_00609","ddRADseq","SAMN36656129",NA,NA,"F",35,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.048065,0.566588,0.287214,0.034694,0.063438,NA,NA,NA,NA,NA,NA,0.554781,0.122762,0.322457,NA,NA,NA,NA,NA,NA,19468,18957,0.0816,NA,NA,NA
"S_20_00610","ddRADseq","SAMN36656130",NA,NA,"F",35,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.00001,0.581853,0.344727,0.073399,0.00001,NA,NA,NA,NA,NA,NA,0.405986,0.00001,0.594004,NA,NA,NA,NA,NA,NA,19335,19386.4,-0.00803,NA,NA,NA
"S_20_00611","ddRADseq","SAMN36656131",NA,NA,"M",15,"NWH","Arviat",NA,NA,2003,8,9,"HBSC",NA,0.006587,0.422518,0.283792,0.14208,0.145023,NA,NA,NA,NA,NA,NA,0.154725,0.185216,0.660059,NA,NA,NA,NA,NA,NA,19436,19152.5,0.04471,NA,NA,NA
"S_20_00614","ddRADseq","SAMN36656132",NA,NA,"M",11,"NWH","Arviat",NA,NA,2003,8,14,"HBSC",NA,0.035509,0.530643,0.427799,0.006038,0.00001,NA,NA,NA,NA,NA,NA,0.411874,0.023355,0.564772,NA,NA,NA,NA,NA,NA,18179,16847.7,0.24652,NA,NA,NA
"S_20_00615","ddRADseq","SAMN36656133",NA,NA,"M",15,"NWH","Arviat",NA,NA,2003,8,9,"HBSC",NA,0.043508,0.43979,0.310139,0.150732,0.055831,NA,NA,NA,NA,NA,NA,0.180207,0.141644,0.678148,NA,NA,NA,NA,NA,NA,19632,19501,0.02034,NA,NA,NA
"S_20_00616","ddRADseq","SAMN36656134",NA,NA,"F",22,"NWH","Arviat",NA,NA,2003,8,14,"HBSC",NA,0.00001,0.468825,0.403462,0.067281,0.060421,NA,NA,NA,NA,NA,NA,0.091394,0.037072,0.871534,NA,NA,NA,NA,NA,NA,19361,19527.7,-0.02584,NA,NA,NA
"S_20_00617","ddRADseq","SAMN36656135",NA,NA,"M",24,"NWH","Arviat",NA,NA,2003,8,13,"HBSC",NA,0.04572,0.565449,0.297689,0.054595,0.036546,NA,NA,NA,NA,NA,NA,0.435245,0.077153,0.487602,NA,NA,NA,NA,NA,NA,19424,19478,-0.00839,NA,NA,NA
"S_20_00618","ddRADseq","SAMN36656136",NA,NA,"F",16,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.040454,0.53685,0.338783,0.067026,0.016887,NA,NA,NA,NA,NA,NA,0.314705,0.024085,0.66121,NA,NA,NA,NA,NA,NA,19402,19344.2,0.00908,NA,NA,NA
"S_20_00654","ddRADseq","SAMN36656163",NA,NA,"F",12,"NWH","Arviat_west of McConnel River",NA,NA,1999,8,11,"HBSC",NA,0.03297,0.449407,0.274428,0.169779,0.073416,NA,NA,NA,NA,NA,NA,0.21438,0.196949,0.588671,NA,NA,NA,NA,NA,NA,19509,19539.7,-0.00476,NA,NA,NA
"S_20_00656","ddRADseq","SAMN36656164",NA,NA,"M",21,"NWH","Arviat",NA,NA,1999,8,11,"HBSC",NA,0.00001,0.547131,0.349638,0.092193,0.011028,NA,NA,NA,NA,NA,NA,0.00001,0.00001,0.99998,NA,NA,NA,NA,NA,NA,18956,19276,-0.05044,NA,NA,NA
"S_20_00657","Both","SAMN36656165","OQ553964","Clade C","M",9,"NWH","Arviat_Sentry Island",NA,NA,1999,8,12,"CS","CS",0.00001,0.00001,0.899557,0.001816,0.098608,0.0263,0.00001,0.005873,0.752933,0.10497,0.109915,NA,NA,NA,NA,NA,NA,NA,NA,NA,19146,19012.4,0.02146,636067,638569.3,-0.01326
"S_20_00658","ddRADseq","SAMN36656166",NA,NA,"F",39,"NWH","Arviat_McConnel River",NA,NA,1999,8,11,"HBSC",NA,0.00001,0.513909,0.424926,0.061145,0.00001,NA,NA,NA,NA,NA,NA,0.00001,0.00001,0.99998,NA,NA,NA,NA,NA,NA,19496,19449.9,0.00718,NA,NA,NA
"S_20_00676","ddRADseq","SAMN36656177",NA,NA,"M",NA,"NWH","Churchill",58.765,-94.202,1992,7,5,"HBSC",NA,0.030863,0.365195,0.415462,0.145236,0.043244,NA,NA,NA,NA,NA,NA,0.297166,0.045937,0.656897,NA,NA,NA,NA,NA,NA,18562,18365.5,0.03304,NA,NA,NA
"S_20_00678","Both","SAMN36656178","MW316239    ",NA,"M",NA,"NWH","Churchill",58.743,-94.386,1992,7,4,"HBSC","HBSC",0.049627,0.263876,0.396649,0.231701,0.058149,0.455497,0.022967,0.223397,0.074946,0.164175,0.059018,0.214102,0.130123,0.655776,0.343993,0.656007,NA,NA,NA,NA,18281,18052.2,0.03935,624787,610518.3,0.07858
"S_20_00681","Both","SAMN36656179","OQ553971","Clade D",NA,26,"NWH","Arviat_McConnel River",NA,NA,1999,8,11,"HBSC","HBSC",0.00001,0.465296,0.438896,0.095787,0.00001,0.642289,0.01629,0.037916,0.072732,0.194537,0.036236,0.00001,0.00001,0.99998,0.327616,0.672384,NA,NA,NA,NA,19406,19453.3,-0.00738,633034,618206.7,0.08093
"S_20_00682","lcWGS","SAMN36656180","OQ553972","Clade D","M",4,"NWH","Arviat",NA,NA,1999,8,11,NA,"HBSC",NA,NA,NA,NA,NA,0.607274,0.01415,0.005974,0.092823,0.26055,0.01923,NA,NA,NA,0.621446,0.378554,NA,NA,NA,NA,NA,NA,NA,615889,602540.5,0.0743
"S_20_00683","ddRADseq","SAMN36656181",NA,NA,NA,26,"NWH","Arviat_Sentry Island",NA,NA,1999,8,11,"HBSC",NA,0.030955,0.601399,0.295017,0.013969,0.05866,NA,NA,NA,NA,NA,NA,0.658472,0.070568,0.270959,NA,NA,NA,NA,NA,NA,19003,18936.9,0.01068,NA,NA,NA
"S_20_00684","ddRADseq","SAMN36656182",NA,NA,"F",39,"NWH","Chesterfield_Inlet_Baker Foreland",NA,NA,1997,8,17,"HBSC",NA,0.005742,0.635866,0.203123,0.098798,0.056471,NA,NA,NA,NA,NA,NA,0.501244,0.100183,0.398573,NA,NA,NA,NA,NA,NA,19246,19478.5,-0.03615,NA,NA,NA
"S_20_00685","ddRADseq","SAMN36656183",NA,NA,"M",29,"NWH","Chesterfield_Inlet_Josephine_River",NA,NA,1999,8,22,"HBSC",NA,0.020545,0.388517,0.509977,0.058332,0.02263,NA,NA,NA,NA,NA,NA,0.022724,0.00001,0.977266,NA,NA,NA,NA,NA,NA,18749,18288.2,0.07805,NA,NA,NA
"S_20_00686","ddRADseq","SAMN36656184",NA,NA,"M",25,"NWH","Chesterfield_Inlet_Josephine_River",NA,NA,1999,8,22,"HBSC",NA,0.022922,0.478062,0.431894,0.047529,0.019592,NA,NA,NA,NA,NA,NA,0.00001,0.00001,0.99998,NA,NA,NA,NA,NA,NA,19412,19423.2,-0.00175,NA,NA,NA
"S_20_00687","ddRADseq","SAMN36656185",NA,NA,"M",27,"NWH","Arviat_McConnel River",NA,NA,1999,8,11,"HBSC",NA,0.042981,0.620781,0.249267,0.025589,0.061382,NA,NA,NA,NA,NA,NA,0.668255,0.086411,0.245334,NA,NA,NA,NA,NA,NA,18971,19355.2,-0.0602,NA,NA,NA
"S_20_00780","ddRADseq","SAMN36656249",NA,NA,"F",15,"NWH","Coral Harbour_Ruin Point",NA,NA,2001,9,3,"HBSC",NA,0.009755,0.475542,0.408931,0.074661,0.031111,NA,NA,NA,NA,NA,NA,0.00001,0.028054,0.971936,NA,NA,NA,NA,NA,NA,19560,19285.6,0.04318,NA,NA,NA
"S_20_00789","ddRADseq","SAMN36656255",NA,NA,"M",42,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.012644,0.603429,0.290081,0.036645,0.0572,NA,NA,NA,NA,NA,NA,0.439508,0.119138,0.441354,NA,NA,NA,NA,NA,NA,19185,18994.2,0.03064,NA,NA,NA
"S_20_00790","ddRADseq","SAMN36656256",NA,NA,"M",28,"NWH","Arviat",NA,NA,2003,8,27,"HBSC",NA,0.016363,0.54246,0.35661,0.059028,0.025538,NA,NA,NA,NA,NA,NA,0.51215,0.02352,0.46433,NA,NA,NA,NA,NA,NA,19411,19346.1,0.01018,NA,NA,NA
"S_20_00791","ddRADseq","SAMN36656257",NA,NA,"F",17,"NWH","Arviat",NA,NA,2003,8,6,"HBSC",NA,0.0254,0.463407,0.464927,0.046257,0.00001,NA,NA,NA,NA,NA,NA,0.00001,0.00001,0.99998,NA,NA,NA,NA,NA,NA,19540,19464,0.01182,NA,NA,NA
"S_20_00792","Both","SAMN36656258","OQ554002","Clade D","M",24,"NWH","Arviat",NA,NA,2003,8,10,"HBSC","HBSC",0.021686,0.586042,0.264022,0.071311,0.056939,0.678236,0.019291,0.023803,0.036979,0.20198,0.03971,0.345936,0.091708,0.562356,0.396149,0.603851,NA,NA,NA,NA,19492,19492.2,-0.00003,626308,615019.9,0.06192
"S_20_00793","ddRADseq","SAMN36656259",NA,NA,"F",29,"NWH","Arviat",NA,NA,2003,8,4,"HBSC",NA,0.036943,0.628916,0.262032,0.030773,0.041336,NA,NA,NA,NA,NA,NA,0.556638,0.079944,0.363418,NA,NA,NA,NA,NA,NA,19415,19379.8,0.0055,NA,NA,NA
"S_20_00794","ddRADseq","SAMN36656260",NA,NA,"M",6,"NWH","Arviat",NA,NA,2003,8,14,"HBSC",NA,0.014156,0.651789,0.29097,0.028136,0.014948,NA,NA,NA,NA,NA,NA,0.525906,0.013281,0.460812,NA,NA,NA,NA,NA,NA,19355,19517.3,-0.02517,NA,NA,NA
"S_20_00795","Both","SAMN36656261","OQ554003","Clade D","F",24,"NWH","Arviat",NA,NA,2003,8,17,"HBSC","HBSC",0.022416,0.654642,0.260234,0.029722,0.032987,0.658561,0.00001,0.014198,0.035374,0.256408,0.035448,0.3773,0.041908,0.580792,0.439931,0.560069,NA,NA,NA,NA,19463,19437.1,0.00404,637921,639704.7,-0.00944
"S_20_00797","ddRADseq","SAMN36656262",NA,NA,"M",27,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.001765,0.530349,0.366032,0.090128,0.011727,NA,NA,NA,NA,NA,NA,0.255904,0.024786,0.71931,NA,NA,NA,NA,NA,NA,19346,19496.4,-0.02335,NA,NA,NA
"S_20_00798","ddRADseq","SAMN36656263",NA,NA,"M",18,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.038285,0.609055,0.254033,0.050641,0.047986,NA,NA,NA,NA,NA,NA,0.554951,0.186816,0.258233,NA,NA,NA,NA,NA,NA,19516,19425.7,0.01407,NA,NA,NA
"S_20_00799","ddRADseq","SAMN36656264",NA,NA,"F",23,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.027206,0.584126,0.28291,0.04856,0.057198,NA,NA,NA,NA,NA,NA,0.266482,0.074073,0.659445,NA,NA,NA,NA,NA,NA,19269,19161.1,0.01705,NA,NA,NA
"S_20_00800","ddRADseq","SAMN36656265",NA,NA,"M",7,"NWH","Arviat",NA,NA,2003,8,15,"HBSC",NA,0.010879,0.549474,0.300319,0.049493,0.089834,NA,NA,NA,NA,NA,NA,0.505794,0.109071,0.385135,NA,NA,NA,NA,NA,NA,19353,18895.9,0.074,NA,NA,NA
"S_20_00801","ddRADseq","SAMN36656266",NA,NA,"M",15,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.036161,0.507621,0.381143,0.024858,0.050217,NA,NA,NA,NA,NA,NA,0.45086,0.10376,0.44538,NA,NA,NA,NA,NA,NA,19118,18350.1,0.12923,NA,NA,NA
"S_20_00802","ddRADseq","SAMN36656267",NA,NA,"M",16,"NWH","Arviat",NA,NA,2003,8,14,"HBSC",NA,0.045583,0.538926,0.282562,0.027788,0.105141,NA,NA,NA,NA,NA,NA,0.565531,0.11283,0.321639,NA,NA,NA,NA,NA,NA,19425,19120.6,0.04846,NA,NA,NA
"S_20_00803","ddRADseq","SAMN36656268",NA,NA,"M",13,"NWH","Arviat",NA,NA,2003,8,14,"HBSC",NA,0.00001,0.456815,0.450554,0.0648,0.027821,NA,NA,NA,NA,NA,NA,0.080371,0.138871,0.780758,NA,NA,NA,NA,NA,NA,19459,19111.6,0.05545,NA,NA,NA
"S_20_00804","Both","SAMN36656269","OQ554004","Clade D","M",4,"NWH","Arviat",NA,NA,2003,8,14,"HBSC","HBSC",0.000252,0.492124,0.396944,0.104813,0.005867,0.550138,0.00001,0.059536,0.088652,0.232323,0.069342,0.139318,0.01173,0.848952,0.282869,0.717131,NA,NA,NA,NA,19304,19403.4,-0.01554,620490,653058.4,-0.16928
