SampleID,ind,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Region,Harvest Region,Season
S_20_03517,47.NWH.2015.BELUGA.ADN_20_01174.S_20_03517.dl.n_s.bam,-0.0116175,-0.00191301,0.025089,-0.00458319,0.00536953,-0.00278299,-0.00750985,-0.0592764,-0.0653442,0.0254256,-0.0454233,0.0105477,-0.0318861,0.0309135,-0.00384072,0.0307736,0.0361701,-0.10323,0.00659289,0.0279067,Western Hudson Bay,NWH,Summer
S_20_00830,41.NWH.1999.BELUGA.ADN_20_02055.S_20_00830.dl.n_s.bam,-0.013408,-0.0257032,0.0279608,-0.00208243,-0.0215989,0.0190124,0.00716977,0.0309434,-0.0016558,-0.0175167,0.0327857,0.0169665,0.0262834,-0.0336303,-0.0130429,-0.0166392,0.0321134,0.013404,0.0352051,0.0404701,Western Hudson Bay,NWH,Fall
S_20_01078,42.NWH.1999.BELUGA.ADN_20_01304.S_20_01078.dl.n_s.bam,-0.00800316,-0.0204568,0.0318782,-0.0139177,-0.0349562,0.0509139,-0.0221815,-0.0735251,-0.00524765,0.0897094,-0.00835889,-0.00554193,-0.0188873,-0.000117699,-0.022687,-0.0146504,0.0337936,0.0147498,0.0246449,0.0145924,Western Hudson Bay,NWH,Fall
S_20_01079,43.NWH.1999.BELUGA.ADN_20_01305.S_20_01079.dl.n_s.bam,-0.007127,-0.0204597,0.031704,-0.0187753,-0.0211753,0.0279522,-0.0219088,-0.0860602,-0.0355438,0.0997172,-0.0138328,0.00450996,-0.0131433,-0.0045095,-0.0295622,0.0148061,0.0804273,0.00352089,0.0680215,0.0404978,Western Hudson Bay,NWH,Fall
S_20_00811,45.NWH.2002.BELUGA.ADN_20_01059.S_20_00811.dl.n_s.bam,-0.0107638,-0.00183903,0.0139948,-0.00215485,-0.00736913,-0.0200374,-0.0165344,-0.0294763,-0.0514834,-0.00360286,-0.0516519,0.0117904,-0.037532,0.0335562,-0.00275401,0.0232779,0.0285412,-0.0910579,0.00392357,0.0486454,Western Hudson Bay,NWH,Unknown
S_20_01266,5.RES.2003.BELUGA.ADN_20_04662.S_20_01266.dl.n_s.bam,-0.0165009,-0.0238616,-0.0646981,-0.00893191,0.0128398,-0.0208021,0.292264,-0.0386327,0.0191176,0.0422449,0.00652647,-0.000986015,0.0085634,0.0139755,-0.0109411,-0.0273268,0.015486,0.0014099,-0.0112539,-0.018862,Resolute Passage,RES,Summer
S_20_01428,4.RES.2001.BELUGA.ADN_20_04943.S_20_01428.dl.n_s.bam,-0.0112475,-0.0209705,-0.0781657,-0.00676646,0.0158237,-0.0238813,0.259907,-0.0613609,0.00464536,0.0761573,0.0052211,0.00589833,-0.00934108,0.00430558,-0.0247368,-0.00742854,-0.012066,-0.00360474,-0.0164893,-0.00940865,Resolute Passage,RES,Summer
S_20_01513,8.RES.2012.BELUGA.ADN_20_04985.S_20_01513.dl.n_s.bam,-0.00791228,-0.0186646,-0.0625382,-0.0142548,0.00134201,0.00424509,0.216218,-0.0777657,0.00277034,0.113949,-0.01586,-0.0111968,-0.0231747,0.0208659,-0.0305897,-0.0173378,-0.00345666,0.0142589,0.00532659,-0.013736,Resolute Passage,RES,Summer
S_20_01530,3.RES.2012.BELUGA.ADN_20_05003.S_20_01530.dl.n_s.bam,-0.0211128,-0.0228042,-0.0939771,-0.00163931,0.0278147,-0.0850146,0.436577,0.0386752,-0.00462867,-0.0647344,0.0494451,0.00947205,0.0416868,0.00128459,0.00785418,0.00895631,-0.00458799,0.00817338,0.0107029,-0.0612945,Resolute Passage,RES,Summer
S_20_04119,2.RES.1996.BELUGA.ADN_20_05520.S_20_04119.dl.n_s.bam,-0.0100691,-0.0240605,-0.0762626,-0.0113558,0.0153359,-0.0210992,0.273772,-0.054358,0.0111307,0.0830152,-0.00914616,-0.0105675,-0.00270149,0.00714205,-0.0274442,-0.0194401,0.00249417,0.000126548,0.000160647,0.00507031,Resolute Passage,RES,Summer
S_20_04121,1.RES.1996.BELUGA.ADN_20_05522.S_20_04121.dl.n_s.bam,-0.00817261,-0.0194374,-0.0700008,-0.0169018,0.00178519,-0.00277561,0.234941,-0.080562,0.00477112,0.10146,0.0013915,-0.021013,-0.0180636,0.014679,-0.0257648,-0.00905437,0.011764,-0.0126288,-0.0150721,-0.00771156,Resolute Passage,RES,Summer
S_20_04095,6.RES.2007.BELUGA.ADN_20_05496.S_20_04095.dl.n_s.bam,-0.0129153,-0.0192452,-0.0831283,-0.00847834,0.020082,-0.0288826,0.328665,-0.0449693,0.0206545,0.0519671,0.00233521,-0.0195054,0.00132615,-0.0100455,-0.0203376,-0.0162008,-0.000215988,-0.00484259,-0.00654992,-0.0031576,Resolute Passage,RES,Fall
S_20_04096,7.RES.2007.BELUGA.ADN_20_05497.S_20_04096.dl.n_s.bam,-0.0159895,-0.025987,-0.0910306,-0.0073584,0.0127654,-0.0329985,0.347829,-0.029016,0.00497544,0.0347005,0.0193989,0.00623841,0.00452925,-0.0146617,0.00116205,-0.00360253,0.00384949,-0.00478983,0.0369937,-0.0237298,Resolute Passage,RES,Fall
S_20_04124,9.RES.2008.BELUGA.ADN_20_05525.S_20_04124.dl.n_s.bam,-0.0157809,-0.0197715,-0.0809905,-0.00850423,0.0185011,-0.0273067,0.319673,-0.0426236,-0.0062155,0.0491221,0.0204697,0.0100678,0.000707858,0.0165062,-0.00525433,-0.01319,-0.00929879,0.0179237,0.0228739,0.00331896,Resolute Passage,RES,Fall
S_20_00727,143.SAN.2002.BELUGA.ADN_20_02292.S_20_00727.dl.n_s.bam,-0.0136326,-0.0301022,0.123255,-0.227574,0.591638,0.213873,0.00577558,0.0405935,0.0755356,-0.0073505,0.0512349,-0.0180844,-0.00167575,-0.00497711,-0.00433136,-0.00325193,0.0226934,-0.0112656,0.0141802,0.0161201,Belcher Islands,SAN,Spring
S_20_00730,145.SAN.2002.BELUGA.ADN_20_02289.S_20_00730.dl.n_s.bam,-0.0277413,0.148256,-0.00518686,0.000584661,0.00442993,0.00510157,0.0103313,0.00348501,-0.00399474,-0.0123813,0.0129142,0.0133771,-0.00110723,-0.0223501,0.0331643,-0.0228836,0.00672288,0.0432721,0.00437097,0.00396355,Belcher Islands,SAN,Spring
S_20_00739,142.SAN.2002.BELUGA.ADN_20_02291.S_20_00739.dl.n_s.bam,-0.0108844,-0.0145639,0.0336395,-0.0259024,0.0140612,-0.0323072,-0.0148061,-0.0223769,-0.0583855,0.0150203,-0.0454767,0.00401769,0.0146312,0.0136873,-0.0101971,0.00914635,-0.0170177,0.0091631,-0.0190051,-0.00493164,Belcher Islands,SAN,Spring
S_20_00744,144.SAN.2002.BELUGA.ADN_20_02287.S_20_00744.dl.n_s.bam,-0.011488,-0.022166,0.044373,-0.0223131,0.0202922,-0.0354299,-0.0114598,-0.0385751,-0.0687138,0.0132952,-0.0395921,0.01493,0.00295863,-0.010104,-0.00628678,-0.0227946,-0.0468246,0.0215013,-0.0404056,-0.0377064,Belcher Islands,SAN,Spring
S_20_00751,136.SAN.2003.BELUGA.ADN_20_01088.S_20_00751.dl.n_s.bam,-0.0111767,-0.0181323,0.0453155,-0.0218573,0.0138338,-0.0429903,-2.16E-05,-0.0357084,-0.0854032,-0.0194367,-0.0752165,0.0165775,0.0341093,-0.00421443,0.00588406,-0.00629803,-0.0267471,0.0190355,0.00249832,-0.0257331,Belcher Islands,SAN,Unknown
S_20_00756,137.SAN.2004.BELUGA.ADN_20_05321.S_20_00756.dl.n_s.bam,-0.0123875,-0.0219778,0.0439767,-0.0169598,0.0157332,-0.0738445,-0.0083092,-0.0138286,-0.0670555,-0.0151777,-0.0562574,0.0113736,0.0166246,-0.0163815,0.00791826,0.00132593,-0.0631219,-0.00578469,0.0107128,-0.0192613,Belcher Islands,SAN,Spring
S_20_00767,146.SAN.2004.BELUGA.ADN_20_01094.S_20_00767.dl.n_s.bam,-0.00997565,-0.0154994,0.0401041,-0.0174461,0.00606634,-0.0320661,-0.00890127,-0.0371826,-0.0616541,0.0163957,-0.0340161,-0.0139842,0.0208942,0.00453375,-0.00638207,-0.00881286,-0.054026,0.0135161,0.00582725,-0.0255534,Belcher Islands,SAN,Spring
S_20_03466,186.SAN.2009.BELUGA.ADN_20_05143.S_20_03466.dl.n_s.bam,-0.0145148,-0.0190738,0.0378705,-0.0116326,-0.000365869,-0.0416303,-0.00384003,-0.0251437,-0.080403,-0.0159406,-0.0259999,6.02E-05,0.0101353,0.00892686,-0.00439987,-0.00442171,-0.0262362,0.0278537,0.00973294,-0.0180268,Belcher Islands,SAN,Spring
S_20_03644,193.SAN.2018.BELUGA.ADN_20_05381.S_20_03644.dl.n_s.bam,-0.0116912,-0.018612,0.0447622,-0.0176771,0.023077,-0.0315111,-0.00684749,-0.0412756,-0.0793402,-0.00494761,-0.0591709,0.00751418,0.0355024,0.00697903,0.00290004,0.00762938,-0.0408973,0.0326108,0.00179257,-0.0399496,Belcher Islands,SAN,Spring
S_20_03675,135.SAN.1998.BELUGA.ADN_20_05109.S_20_03675.dl.n_s.bam,-0.0230295,0.136394,-0.00670666,-0.00164561,-0.00426048,0.00279481,0.0032479,-0.014184,0.0198428,-0.00770523,0.00563955,-0.00478201,-0.0363781,-0.0153647,-0.0111303,-0.00204244,-0.0209018,0.0329357,0.00849837,-0.00924287,Belcher Islands,SAN,Spring
S_20_03678,113.SAN.2007.BELUGA.ADN_20_05112.S_20_03678.dl.n_s.bam,-0.0148949,-0.0184609,0.0476183,-0.0278324,0.0259053,-0.0774736,-0.00528455,-0.00102957,-0.106525,-0.0560794,-0.0661665,0.0328945,0.0440347,0.019027,0.0352986,-0.0139694,-0.117117,0.00307104,-0.045943,-0.0875406,Belcher Islands,SAN,Spring
S_20_03681,154.SAN.2007.BELUGA.ADN_20_05115.S_20_03681.dl.n_s.bam,-0.0115101,-0.0175879,0.0461069,-0.0144261,0.0223642,-0.0404765,-0.0124366,-0.0360607,-0.0642106,0.0320583,-0.0589277,-0.00272458,0.00237369,0.0103708,0.0137732,-0.00781512,-0.0438585,-0.00636782,-0.0345061,-0.0347379,Belcher Islands,SAN,Spring
S_20_03689,105.SAN.2008.BELUGA.ADN_20_05123.S_20_03689.dl.n_s.bam,-0.0285305,0.150491,-0.00315578,0.00305557,0.00258805,-0.016649,-0.00212655,0.0150901,0.00829033,-0.0197694,0.0135454,0.00228569,-0.0301092,-0.00949747,0.00948527,-0.012181,-0.0118704,0.0498361,0.0325288,-0.0114168,Belcher Islands,SAN,Spring
S_20_03707,106.SAN.2009.BELUGA.ADN_20_05141.S_20_03707.dl.n_s.bam,-0.0127621,-0.0235776,0.0338942,-0.0161777,-0.0058608,-0.01789,0.0103685,0.0120848,-0.0366631,-0.0252023,-0.0258815,-0.0041569,-0.00382008,-0.00927312,0.0055518,0.00524355,0.0057766,0.00586325,-0.0160813,-0.0110272,Belcher Islands,SAN,Spring
S_20_03718,187.SAN.2010.BELUGA.ADN_20_05152.S_20_03718.dl.n_s.bam,-0.0217728,0.142104,-0.00415956,-0.0002779,-0.00609286,0.0239997,-0.0244545,-0.015165,0.00981136,0.0698803,-0.00301325,-0.00325366,-0.0511784,-0.0133834,-0.00892414,-0.0236778,-0.00533717,0.0825987,0.0147586,-0.0106518,Belcher Islands,SAN,Spring
S_20_03719,156.SAN.2010.BELUGA.ADN_20_05153.S_20_03719.dl.n_s.bam,-0.0280611,0.153644,-0.00374833,-0.000996567,0.000727347,-0.0141234,0.0126942,0.056797,-0.00683379,-0.00373219,0.0229444,-0.00405943,-0.0266642,0.0183481,-0.00684837,-0.0155465,-0.0283702,0.0646664,0.014863,-0.0161129,Belcher Islands,SAN,Spring
S_20_03720,119.SAN.2010.BELUGA.ADN_20_05154.S_20_03720.dl.n_s.bam,-0.0316763,0.154773,-0.00587284,0.00197053,0.00732764,0.000826991,-0.0123173,-0.0539054,0.0367637,-0.0334361,0.0318167,0.0227455,-0.00617273,-0.0234325,-0.0120711,-0.0523982,-0.0362248,0.175416,0.034613,-0.0223005,Belcher Islands,SAN,Spring
S_20_03722,158.SAN.2010.BELUGA.ADN_20_05156.S_20_03722.dl.n_s.bam,-0.0221179,0.131836,-0.00480265,-0.00590456,0.000471714,0.0167503,-0.00648211,-0.0415034,0.0076763,0.0272436,0.000620704,-0.00566087,-0.0254232,-0.0458494,0.00753644,-0.00185649,0.000131951,0.0260562,-0.0022538,-0.00931594,Belcher Islands,SAN,Spring
S_20_03726,157.SAN.2010.BELUGA.ADN_20_05160.S_20_03726.dl.n_s.bam,-0.0222201,0.148385,0.000567221,0.00309895,0.00258333,0.0171214,-0.00666748,-0.0315697,0.0152787,0.00826772,0.0194977,0.016319,-0.0952729,-0.0325845,-0.0187847,-0.0304183,-0.0618989,0.223941,0.0855986,-0.0270483,Belcher Islands,SAN,Spring
S_20_03742,120.SAN.2011.BELUGA.ADN_20_05173.S_20_03742.dl.n_s.bam,-0.0168065,-0.0185903,0.0483724,-0.0175029,0.0176059,-0.0549762,0.0100659,0.0175292,-0.0813275,-0.0764031,-0.0235215,-0.00172099,0.0340943,-0.0220225,0.0250579,-0.0237051,-0.060197,0.0684484,-0.018661,-0.0350592,Belcher Islands,SAN,Spring
S_20_03743,160.SAN.2011.BELUGA.ADN_20_05174.S_20_03743.dl.n_s.bam,-0.0111203,-0.0182941,0.0336843,-0.0157283,-0.0012275,-0.014419,-0.00725626,-0.0417822,-0.0514033,0.0292804,-0.0335917,-0.00507683,-0.00438891,0.0204295,-0.0102575,0.00391587,-0.0350995,0.0161129,-0.0122216,-0.0381861,Belcher Islands,SAN,Spring
S_20_03752,179.SAN.2020.BELUGA.ADN_20_05183.S_20_03752.dl.n_s.bam,-0.00875015,-0.0174472,0.0402686,-0.0107156,-0.00625996,-0.053119,0.00474219,-0.0259116,-0.0702035,-0.00735963,-0.020267,0.0058849,0.0254672,-0.00575294,0.0114591,-0.0115257,-0.0563074,-0.00127502,0.00259297,0.0251153,Belcher Islands,SAN,Spring
S_20_03753,183.SAN.2020.BELUGA.ADN_20_05184.S_20_03753.dl.n_s.bam,-0.0119817,-0.022765,0.0387173,-0.015588,-0.0057321,-0.040232,-0.0111409,-0.00918724,-0.0588107,-0.0112249,-0.0337478,-0.0177352,0.010415,-0.00286919,-0.0150915,-0.00912516,-0.0496363,-0.0021258,-0.017508,-0.02616,Belcher Islands,SAN,Spring
S_20_03754,182.SAN.2020.BELUGA.ADN_20_05185.S_20_03754.dl.n_s.bam,-0.00669093,-0.016456,0.0319879,-0.0155568,-0.00420485,-0.0158188,-0.0184502,-0.0459468,-0.0466819,0.039804,-0.0326827,0.00154137,-0.00257784,0.00333825,-0.0270558,0.00642711,-0.0204028,0.0156831,-0.0298544,-0.00616155,Belcher Islands,SAN,Spring
S_20_03759,153.SAN.2006.BELUGA.ADN_20_05190.S_20_03759.dl.n_s.bam,-0.0299996,0.161329,-0.00507871,0.00484431,0.00753206,-0.00705257,0.00681,0.0373942,0.00592256,-0.0860427,0.0225434,0.018083,-0.113921,0.175507,-0.162386,0.0568384,0.000947233,-0.00788341,-0.00473306,-0.00284392,Belcher Islands,SAN,Spring
S_20_03760,152.SAN.2006.BELUGA.ADN_20_05191.S_20_03760.dl.n_s.bam,-0.0259968,0.137578,-0.00440918,-0.00680591,-0.00293381,0.0172567,0.00261015,-0.0510148,0.022256,-0.0309706,0.025821,0.0255316,0.0144506,0.00572872,-0.0237707,0.0223042,-0.0134964,0.0421538,0.013723,-0.00464287,Belcher Islands,SAN,Spring
S_20_03761,151.SAN.2006.BELUGA.ADN_20_05192.S_20_03761.dl.n_s.bam,-0.0337279,0.162675,-0.00788863,-0.0010747,0.00575606,-0.0204944,0.00774229,0.00389336,0.0230883,-0.0789035,0.0375609,0.0334685,-0.104563,-0.0602975,0.0202689,-0.0318344,-0.085779,0.289565,0.119375,-0.00975865,Belcher Islands,SAN,Spring
S_20_03764,155.SAN.2007.BELUGA.ADN_20_05195.S_20_03764.dl.n_s.bam,-0.0123088,-0.0196951,0.0414289,-0.0163809,0.0204696,-0.047573,0.00209751,-0.00910485,-0.0763953,-0.0150695,-0.027069,0.00252432,0.0228614,0.00309463,0.0231188,0.00178667,-0.0355569,-0.000524863,-0.0125422,-0.042853,Belcher Islands,SAN,Spring
S_20_03769,116.SAN.1998.BELUGA.ADN_20_05200.S_20_03769.dl.n_s.bam,-0.0209194,0.137197,-0.000753917,-0.00721763,-0.00938447,0.0229159,-0.0135016,-0.00926569,-0.00194491,0.0846488,-0.00221353,-0.0131099,-0.0509899,0.0267203,-0.0386577,0.0015944,-0.0159472,0.0609188,0.00625991,-0.0183343,Belcher Islands,SAN,Spring
S_20_03785,129.SAN.1995.BELUGA.ADN_20_05214.S_20_03785.dl.n_s.bam,-0.0153697,-0.0221535,0.04279,-0.0165434,0.0238219,-0.0827489,-0.00223626,0.0150973,-0.102389,-0.0811403,-0.070921,0.0560534,0.0315799,0.032051,0.0394815,-0.0136316,-0.0821378,0.0520311,-0.0432335,-0.0657538,Belcher Islands,SAN,Spring
S_20_03803,133.SAN.1997.BELUGA.ADN_20_05227.S_20_03803.dl.n_s.bam,-0.0146451,-0.020449,0.0309399,-0.00396743,-0.00375471,-0.0342355,0.0141039,0.0153157,-0.0502229,-0.0756688,-0.0311384,0.00481173,0.0436225,-0.0103659,0.00995885,-0.00744082,-0.0136682,0.0175708,-0.0112818,-0.0433275,Belcher Islands,SAN,Spring
S_20_03816,134.SAN.1997.BELUGA.ADN_20_05233.S_20_03816.dl.n_s.bam,-0.0129932,-0.0191748,0.0463659,-0.0165259,0.00338276,-0.0347025,-0.0129414,-0.0261602,-0.0568217,0.0256135,-0.0315875,-0.00179879,0.015014,-0.00730274,-0.00852322,-0.00180261,-0.0122602,0.0296639,-0.00698553,-7.36E-05,Belcher Islands,SAN,Spring
S_20_03822,125.SAN.1993.BELUGA.ADN_20_06003.S_20_03822.dl.n_s.bam,-0.00639567,-0.0172649,0.0359239,-0.0169322,0.00713675,-0.057854,-0.0236178,-0.0491239,-0.010143,0.0516973,-0.0136839,-0.0210134,-0.00423685,0.0135229,-0.01914,-0.00575243,-0.00774472,0.013996,-0.0117031,-0.0152024,Belcher Islands,SAN,Spring
S_20_03827,124.SAN.1993.BELUGA.ADN_20_06004.S_20_03827.dl.n_s.bam,-0.0166487,-0.0247875,0.09495,-0.0589899,0.0849466,-0.530353,-0.0741754,-0.0179478,0.367155,0.105207,0.0866444,-0.0287533,-0.0532543,0.000373336,-0.00857941,0.00404308,0.0269355,-0.0323778,0.0238529,0.0201527,Belcher Islands,SAN,Spring
S_20_03830,128.SAN.1994.BELUGA.ADN_20_05243.S_20_03830.dl.n_s.bam,-0.0116826,-0.0222218,0.0378208,-0.0145966,-0.00621635,-0.038993,-0.00199364,-0.0116849,-0.0556738,-0.00129739,0.00489135,-0.00319948,0.00920084,-0.00526673,-0.0056733,0.0112582,0.0121417,-0.00322372,-0.000291273,0.00231708,Belcher Islands,SAN,Spring
S_20_03832,114.SAN.1994.BELUGA.ADN_20_05245.S_20_03832.dl.n_s.bam,-0.010548,-0.0196634,0.057978,-0.0268232,0.0501819,-0.0409467,-0.00242691,-0.009608,-0.0423379,-0.000185322,-0.035817,0.0152564,0.00297504,0.0192238,0.0142289,-0.00334342,-0.0313523,0.010075,-0.00585413,-0.0286639,Belcher Islands,SAN,Spring
S_20_03836,127.SAN.1994.BELUGA.ADN_20_05248.S_20_03836.dl.n_s.bam,-0.00973208,-0.0192067,0.036276,-0.0163532,0.00559871,-0.0308174,-0.00315775,-0.0328451,-0.0558467,0.0152708,-0.033864,0.0207038,0.0064192,-0.00157356,-0.00232664,-0.000268534,-0.0102099,0.0111078,-0.0152226,-0.0141734,Belcher Islands,SAN,Spring
S_20_03876,149.SAN.2005.BELUGA.ADN_20_05280.S_20_03876.dl.n_s.bam,-0.0320148,0.159995,-0.00701627,0.000216306,0.0103966,-0.00726637,0.000643772,0.0147612,0.0149344,-0.0394786,0.0262583,0.0190281,-0.0622629,-0.0352394,0.00662108,-0.0253136,-0.0217882,0.114714,0.0343657,-0.0122999,Belcher Islands,SAN,Spring
S_20_03880,150.SAN.2005.BELUGA.ADN_20_05284.S_20_03880.dl.n_s.bam,-0.0208905,0.134549,-0.0064388,-0.00422568,-0.00118309,0.0184616,-0.00935783,-0.0409647,0.0142327,0.0187028,0.000201033,0.000857376,-0.0655343,0.00212727,-0.0103721,-0.000640074,-0.023966,0.0432568,0.000667566,-0.0249113,Belcher Islands,SAN,Spring
S_20_03881,148.SAN.2005.BELUGA.ADN_20_05285.S_20_03881.dl.n_s.bam,-0.0279054,0.154685,0.00647296,0.00197835,-0.000887209,0.000820977,0.0120631,0.0310301,-0.013733,-0.131908,0.00237418,0.0402244,-0.21653,0.36703,-0.333145,0.163661,0.000344378,-0.133566,-0.0580064,0.0385941,Belcher Islands,SAN,Spring
S_20_03965,192.SAN.2018.BELUGA.ADN_20_05367.S_20_03965.dl.n_s.bam,-0.00785852,-0.0161874,0.0302834,-0.0152275,0.000155309,-0.00529794,-0.0145544,-0.0553226,-0.0477571,0.0464325,-0.0319899,-0.0113285,-0.0208088,0.0118292,-0.0116565,-0.000727181,0.00439562,0.0064189,-0.00625433,-0.0142896,Belcher Islands,SAN,Spring
S_20_03968,190.SAN.2018.BELUGA.ADN_20_05370.S_20_03968.dl.n_s.bam,-0.0113976,-0.0195809,0.0417776,-0.016906,-0.00100937,-0.0229732,-0.019114,-0.0396569,-0.0467091,0.0331914,-0.0358776,-0.00997827,0.0171021,0.0185551,-0.0154485,-0.0303027,-0.0326371,-0.00880797,-0.0107107,-0.0121868,Belcher Islands,SAN,Spring
S_20_03969,191.SAN.2018.BELUGA.ADN_20_05371.S_20_03969.dl.n_s.bam,-0.00724784,-0.0194586,0.0502764,-0.013197,0.00504808,-0.0235832,-0.0123295,-0.0317814,-0.0533359,-0.00132646,-0.0390993,0.0132674,0.0125742,-0.00634454,-0.00558221,0.010987,-0.0360944,0.0143034,-0.0100313,-0.0217627,Belcher Islands,SAN,Spring
S_20_03971,189.SAN.2018.BELUGA.ADN_20_05373.S_20_03971.dl.n_s.bam,-0.0124068,-0.021592,0.0467302,-0.00874119,0.0124271,-0.0454392,-0.0168303,-0.0268313,-0.0890482,-0.0149067,-0.0621105,-0.0103937,0.0234018,0.00688192,-0.0241181,-0.0230499,-0.0510745,0.0138172,0.000990852,-0.0621715,Belcher Islands,SAN,Spring
S_20_03977,107.SAN.2018.BELUGA.ADN_20_05379.S_20_03977.dl.n_s.bam,-0.00608301,-0.0152287,0.0331293,-0.0153598,-0.00805316,-0.00531085,-0.0170215,-0.0685192,-0.0334,0.0556515,-0.0313637,-0.00122101,-0.0105861,0.0045207,-0.01796,-8.10E-05,-0.00404022,-0.00854193,-0.012912,-0.0050387,Belcher Islands,SAN,Spring
S_20_03992,173.SAN.2019.BELUGA.ADN_20_05394.S_20_03992.dl.n_s.bam,-0.00573276,-0.0158737,0.0312207,-0.0166943,-0.00644021,-0.00462738,-0.0149036,-0.0500143,-0.0383275,0.0407642,-0.0349794,-0.0162168,0.00138838,-0.00638415,-0.0195913,-0.00206583,-0.00823932,0.0200206,0.0040613,-0.0127766,Belcher Islands,SAN,Spring
S_20_03996,174.SAN.2019.BELUGA.ADN_20_05398.S_20_03996.dl.n_s.bam,-0.0103919,-0.0228565,0.0648776,-0.0317525,0.0459189,-0.234142,-0.0382742,-0.0478154,0.126281,0.0879118,0.00859112,-0.0108811,-0.0176437,-0.00568814,-0.0287418,-0.00707424,-0.000164594,-0.00286857,-0.00782754,0.000963798,Belcher Islands,SAN,Spring
S_20_04005,167.SAN.2016.BELUGA.ADN_20_05407.S_20_04005.dl.n_s.bam,-0.0125868,-0.0222115,-0.0447021,0.151277,0.0607509,-0.0226889,-0.00578119,0.0212483,-0.00438773,-0.0183711,0.00973591,0.0106239,0.018056,0.0155735,0.0169734,0.00469684,-0.0376901,0.0247024,-0.0319794,0.0923133,Belcher Islands,SAN,Spring
S_20_04007,170.SAN.2016.BELUGA.ADN_20_05408.S_20_04007.dl.n_s.bam,-0.0162582,-0.0233451,-0.0541776,0.199053,0.090738,-0.0295592,-0.0271731,0.0158784,-0.0123982,-0.0173284,0.00825392,0.0278346,-0.00807963,-0.0132337,0.0054357,-0.0382035,-0.0640524,0.000344537,-0.0707113,0.0777796,Belcher Islands,SAN,Spring
S_20_04017,168.SAN.2016.BELUGA.ADN_20_05418.S_20_04017.dl.n_s.bam,-0.00791465,-0.0221325,-0.0443473,0.168219,0.0654614,-0.0037103,-0.00602177,-0.0136129,0.00265954,0.00707152,0.00351408,0.0183108,0.00624922,-8.61E-05,-0.00916182,-0.00963874,-0.0638057,0.0204623,-0.0410788,0.051562,Belcher Islands,SAN,Spring
S_20_04019,169.SAN.2016.BELUGA.ADN_20_05420.S_20_04019.dl.n_s.bam,-0.00547583,-0.0193868,-0.0483127,0.167228,0.0683646,-0.00938962,-0.0258074,-0.0156215,-0.00835962,0.0136947,0.00462762,0.00722711,-0.00713105,-0.0142019,0.000189527,-0.0237888,-0.0555579,0.014474,-0.03471,0.0558235,Belcher Islands,SAN,Spring
S_20_04021,166.SAN.2016.BELUGA.ADN_20_05422.S_20_04021.dl.n_s.bam,-0.0137124,-0.0216464,-0.050452,0.172349,0.0800736,-0.0288242,-0.010996,0.0232343,0.00461191,-0.0426774,0.00639827,0.0316208,0.0248821,-0.0250591,0.00377419,-0.00861793,-0.0513182,0.0332747,-0.0562217,0.109457,Belcher Islands,SAN,Spring
S_20_04031,122.SAN.2017.BELUGA.ADN_20_05432.S_20_04031.dl.n_s.bam,-0.0117783,-0.020624,0.0432133,-0.0198118,0.0235716,-0.0493577,-0.00487173,-0.0162269,-0.0847522,-0.0344069,-0.0607969,0.00750973,0.017056,-0.00292466,-0.00992912,0.0235117,-0.0604221,0.0145797,-0.00353143,-0.0493193,Belcher Islands,SAN,Spring
S_20_04033,121.SAN.2017.BELUGA.ADN_20_05434.S_20_04033.dl.n_s.bam,-0.0262639,0.151769,-0.00438611,0.00383949,-0.00408724,-0.0023997,0.00233196,0.00658212,0.00859912,-0.0117557,0.00667156,0.00925545,-0.0119807,0.0223945,-0.0188,0.00118905,-0.0105142,0.0322447,0.0149619,0.010393,Belcher Islands,SAN,Spring
S_20_04034,171.SAN.2017.BELUGA.ADN_20_05435.S_20_04034.dl.n_s.bam,-0.0321719,0.153895,-0.00351066,-0.00489719,-0.00296889,-0.00628855,0.00761644,-0.0238282,0.0352472,-0.0570618,0.0358343,0.00533347,0.136716,0.0187291,0.0102027,0.0190415,-0.0208009,0.00173134,0.00423099,-0.019435,Belcher Islands,SAN,Spring
S_20_04056,108.SAN.2019.BELUGA.ADN_20_05457.S_20_04056.dl.n_s.bam,-0.008958,-0.0183564,0.0448678,-0.0198451,0.0120222,-0.0329077,-0.0141821,-0.0218534,-0.0561864,0.0147498,-0.0407723,0.00396531,0.0186573,0.0143266,-0.0062141,-0.0110627,-0.0319578,0.0233079,-0.0285304,-0.0427551,Belcher Islands,SAN,Spring
S_20_04076,178.SAN.2020.BELUGA.ADN_20_05477.S_20_04076.dl.n_s.bam,-0.0127985,-0.0181973,0.0412305,-0.0231296,0.022766,-0.0386627,-0.00928354,-0.0121184,-0.0595881,-0.0107723,-0.0474517,0.00354197,0.0334387,0.00764703,-0.00847815,0.0286284,-0.0518521,-0.00698288,-0.0155645,-0.0490613,Belcher Islands,SAN,Spring
